seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
1234,6,laptop,2313,0.3984,0.7211,0.6764,0.8085,0.7716,0.4492
1234,6,restaurant,3602,0.3984,0.719,0.6114,0.8404,0.5826,0.4112
1234,7,val,122,0.2484,0.8525,0.4356,0.9259,0.381,0.0
1234,7,in_domain,123,0.2484,0.9187,0.6482,0.9589,0.7,0.2857
1234,7,laptop,2313,0.2484,0.7428,0.6513,0.8158,0.7958,0.3422
1234,7,restaurant,3602,0.2484,0.7285,0.5675,0.8402,0.6352,0.2272
1234,8,val,122,0.3171,0.8361,0.4386,0.9159,0.4,0.0
1234,8,in_domain,123,0.3171,0.9106,0.687,0.9498,0.6667,0.4444
1234,8,laptop,2313,0.3171,0.7428,0.686,0.8208,0.7875,0.4499
1234,8,restaurant,3602,0.3171,0.7301,0.6086,0.8441,0.6102,0.3713
1234,9,val,122,0.1238,0.8443,0.4403,0.9209,0.4,0.0
1234,9,in_domain,123,0.1238,0.9187,0.7512,0.9537,0.7,0.6
1234,9,laptop,2313,0.1238,0.7458,0.6937,0.8237,0.7886,0.4686
1234,9,restaurant,3602,0.1238,0.7318,0.6174,0.8462,0.6131,0.393
1234,10,val,122,0.1713,0.8443,0.4125,0.9217,0.3158,0.0
1234,10,in_domain,123,0.1713,0.9187,0.718,0.9541,0.7,0.5
1234,10,laptop,2313,0.1713,0.7449,0.6851,0.8221,0.7887,0.4444
1234,10,restaurant,3602,0.1713,0.7315,0.6083,0.845,0.6185,0.3614
2023,1,val,122,1.1034,0.877,0.3115,0.9345,0.0,0.0
2023,1,in_domain,123,1.1034,0.878,0.3117,0.9351,0.0,0.0
2023,1,laptop,2313,1.1034,0.4319,0.2238,0.5962,0.0751,0.0
2023,1,restaurant,3602,1.1034,0.6013,0.2665,0.7503,0.0492,0.0
2023,2,val,122,1.1056,0.8607,0.4327,0.9231,0.375,0.0
2023,2,in_domain,123,1.1056,0.8862,0.4694,0.9375,0.4706,0.0
2023,2,laptop,2313,1.1056,0.6092,0.4463,0.6951,0.6438,0.0
2023,2,restaurant,3602,1.1056,0.6327,0.3494,0.7688,0.2795,0.0
2023,3,val,122,0.8304,0.7869,0.421,0.8945,0.3684,0.0
2023,3,in_domain,123,0.8304,0.8374,0.4724,0.9171,0.5,0.0
2023,3,laptop,2313,0.8304,0.7259,0.5867,0.822,0.7712,0.167
2023,3,restaurant,3602,0.8304,0.7374,0.5194,0.8547,0.6941,0.0093
2023,4,val,122,0.6483,0.8197,0.4298,0.9048,0.3846,0.0
2023,4,in_domain,123,0.6483,0.9024,0.5209,0.9541,0.6087,0.0
2023,4,laptop,2313,0.6483,0.7363,0.6414,0.8145,0.7909,0.3187
2023,4,restaurant,3602,0.6483,0.7385,0.5424,0.8491,0.6959,0.0822
2023,5,val,122,0.5018,0.8279,0.4306,0.9108,0.381,0.0
2023,5,in_domain,123,0.5018,0.9106,0.6967,0.9537,0.6364,0.5
2023,5,laptop,2313,0.5018,0.7289,0.6845,0.8053,0.7798,0.4685
2023,5,restaurant,3602,0.5018,0.7254,0.5791,0.8394,0.6463,0.2516
2023,6,val,122,0.3861,0.8279,0.415,0.9116,0.3333,0.0
2023,6,in_domain,123,0.3861,0.8943,0.6039,0.945,0.6667,0.2
2023,6,laptop,2313,0.3861,0.7268,0.69,0.809,0.7624,0.4985
2023,6,restaurant,3602,0.3861,0.7243,0.5975,0.8403,0.6197,0.3324
2023,7,val,122,0.253,0.8525,0.4356,0.9259,0.381,0.0
2023,7,in_domain,123,0.253,0.9106,0.6355,0.9541,0.6667,0.2857
2023,7,laptop,2313,0.253,0.7384,0.6834,0.8105,0.7812,0.4587
2023,7,restaurant,3602,0.253,0.7263,0.5731,0.8396,0.6296,0.2503
2023,8,val,122,0.3908,0.8443,0.434,0.9209,0.381,0.0
2023,8,in_domain,123,0.3908,0.8943,0.6103,0.9444,0.6364,0.25
2023,8,laptop,2313,0.3908,0.7393,0.6891,0.8136,0.7857,0.468
2023,8,restaurant,3602,0.3908,0.7357,0.6024,0.8467,0.6568,0.3037
2023,9,val,122,0.285,0.8279,0.4859,0.91,0.381,0.1667
2023,9,in_domain,123,0.285,0.9024,0.622,0.9493,0.6667,0.25
2023,9,laptop,2313,0.285,0.7315,0.6913,0.8094,0.7751,0.4895
2023,9,restaurant,3602,0.285,0.7376,0.6195,0.8487,0.6449,0.3649
2023,10,val,122,0.1772,0.8361,0.4939,0.9151,0.4,0.1667
2023,10,in_domain,123,0.1772,0.9024,0.6317,0.945,0.7,0.25
2023,10,laptop,2313,0.1772,0.7319,0.6951,0.8096,0.7716,0.5041
2023,10,restaurant,3602,0.1772,0.7346,0.618,0.8471,0.6389,0.368
4096,1,val,122,1.1371,0.0492,0.0537,0.0,0.1266,0.0345
4096,1,in_domain,123,1.1371,0.0976,0.1159,0.0,0.2609,0.087
4096,1,laptop,2313,1.1371,0.2901,0.2521,0.0,0.4512,0.3051
4096,1,restaurant,3602,1.1371,0.2196,0.213,0.0,0.3827,0.2564
4096,2,val,122,1.151,0.6311,0.337,0.7845,0.2264,0.0
4096,2,in_domain,123,1.151,0.626,0.3451,0.7609,0.2745,0.0
4096,2,laptop,2313,1.151,0.5776,0.4575,0.681,0.5806,0.1111
4096,2,restaurant,3602,1.151,0.626,0.4343,0.7679,0.4476,0.0874
4096,3,val,122,1.0702,0.7377,0.3847,0.8615,0.2927,0.0
4096,3,in_domain,123,1.0702,0.7805,0.4165,0.8812,0.3684,0.0
4096,3,laptop,2313,1.0702,0.6701,0.5424,0.7726,0.7043,0.1504
4096,3,restaurant,3602,1.0702,0.6888,0.4931,0.8172,0.5763,0.0859
4096,4,val,122,0.8702,0.8525,0.4313,0.9302,0.3636,0.0
4096,4,in_domain,123,0.8702,0.9024,0.5015,0.9589,0.5455,0.0
4096,4,laptop,2313,0.8702,0.7116,0.5622,0.8078,0.76,0.1188
4096,4,restaurant,3602,0.8702,0.7135,0.4965,0.8309,0.6257,0.033
4096,5,val,122,0.593,0.8443,0.5353,0.9202,0.2857,0.4
4096,5,in_domain,123,0.593,0.9024,0.5273,0.9502,0.6316,0.0
4096,5,laptop,2313,0.593,0.7233,0.6268,0.8148,0.7681,0.2973
4096,5,restaurant,3602,0.593,0.7235,0.5401,0.8447,0.6523,0.1234
4096,6,val,122,0.4899,0.8115,0.4903,0.8995,0.2857,0.2857
4096,6,in_domain,123,0.4899,0.9024,0.6603,0.9493,0.6316,0.4
4096,6,laptop,2313,0.4899,0.7173,0.6612,0.7998,0.7731,0.4108
4096,6,restaurant,3602,0.4899,0.7224,0.5969,0.8477,0.6375,0.3055
4096,7,val,122,0.2859,0.8279,0.4642,0.9108,0.3,0.1818
4096,7,in_domain,123,0.2859,0.9106,0.6767,0.9541,0.6316,0.4444
4096,7,laptop,2313,0.2859,0.7319,0.6745,0.8124,0.7801,0.4308
4096,7,restaurant,3602,0.2859,0.7343,0.6152,0.8533,0.6496,0.3428
4096,8,val,122,0.2685,0.8607,0.3982,0.9279,0.2667,0.0
4096,8,in_domain,123,0.2685,0.9024,0.513,0.9507,0.5882,0.0
4096,8,laptop,2313,0.2685,0.7324,0.6553,0.8099,0.7699,0.386
4096,8,restaurant,3602,0.2685,0.7146,0.5405,0.8345,0.5876,0.1995
4096,9,val,122,0.2669,0.8525,0.488,0.9259,0.3158,0.2222
4096,9,in_domain,123,0.2669,0.9106,0.6135,0.9589,0.6316,0.25
4096,9,laptop,2313,0.2669,0.7285,0.6715,0.8104,0.7778,0.4263
4096,9,restaurant,3602,0.2669,0.7315,0.6073,0.8511,0.6331,0.3378
4096,10,val,122,0.1767,0.8607,0.4955,0.9309,0.3333,0.2222
4096,10,in_domain,123,0.1767,0.9106,0.6239,0.9545,0.6316,0.2857
4096,10,laptop,2313,0.1767,0.7315,0.6757,0.8148,0.7772,0.4352
4096,10,restaurant,3602,0.1767,0.7274,0.6014,0.8472,0.6242,0.3327
