model,seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
RoBERTa ABSA,2,8,val,122,0.0348,0.8525,0.4633,0.9224,0.2857,0.1818
RoBERTa ABSA,2,8,in_domain,123,0.0348,0.8943,0.6208,0.9401,0.7,0.2222
RoBERTa ABSA,2,8,laptop,2313,0.0348,0.7376,0.6955,0.8292,0.7558,0.5016
RoBERTa ABSA,2,8,restaurant,3602,0.0348,0.734,0.6428,0.8463,0.6137,0.4683
RoBERTa ABSA,2,9,val,122,0.0233,0.8443,0.3949,0.9182,0.2667,0.0
RoBERTa ABSA,2,9,in_domain,123,0.0233,0.9106,0.6452,0.9498,0.7,0.2857
RoBERTa ABSA,2,9,laptop,2313,0.0233,0.7406,0.6904,0.8254,0.7662,0.4797
RoBERTa ABSA,2,9,restaurant,3602,0.0233,0.7368,0.6383,0.8459,0.6185,0.4504
RoBERTa ABSA,2,10,val,122,0.0041,0.8525,0.3966,0.9231,0.2667,0.0
RoBERTa ABSA,2,10,in_domain,123,0.0041,0.9106,0.6452,0.9498,0.7,0.2857
RoBERTa ABSA,2,10,laptop,2313,0.0041,0.741,0.6893,0.8233,0.7689,0.4757
RoBERTa ABSA,2,10,restaurant,3602,0.0041,0.7354,0.6351,0.8453,0.6187,0.4414
Extended BERT ABSA,3,1,val,122,1.1048,0.5082,0.3303,0.6585,0.2414,0.0909
Extended BERT ABSA,3,1,in_domain,123,1.1048,0.6179,0.4185,0.7444,0.4444,0.0667
Extended BERT ABSA,3,1,laptop,2313,1.1048,0.4064,0.3692,0.2451,0.517,0.3457
Extended BERT ABSA,3,1,restaurant,3602,1.1048,0.51,0.4027,0.6483,0.4076,0.1521
Extended BERT ABSA,3,2,val,122,0.8914,0.6557,0.3644,0.7912,0.3019,0.0
Extended BERT ABSA,3,2,in_domain,123,0.8914,0.8049,0.5298,0.8824,0.4848,0.2222
Extended BERT ABSA,3,2,laptop,2313,0.8914,0.5093,0.3799,0.5,0.5986,0.0412
Extended BERT ABSA,3,2,restaurant,3602,0.8914,0.6466,0.4175,0.7825,0.4639,0.0062
Extended BERT ABSA,3,3,val,122,0.5629,0.8689,0.4933,0.9346,0.5455,0.0
Extended BERT ABSA,3,3,in_domain,123,0.5629,0.9024,0.4837,0.9511,0.5,0.0
Extended BERT ABSA,3,3,laptop,2313,0.5629,0.6438,0.4926,0.7423,0.6818,0.0537
Extended BERT ABSA,3,3,restaurant,3602,0.5629,0.6502,0.3869,0.7844,0.3762,0.0
Extended BERT ABSA,3,4,val,122,0.3694,0.8197,0.4691,0.9073,0.5,0.0
Extended BERT ABSA,3,4,in_domain,123,0.3694,0.8862,0.6149,0.9429,0.72,0.1818
Extended BERT ABSA,3,4,laptop,2313,0.3694,0.6489,0.5234,0.7455,0.6905,0.1341
Extended BERT ABSA,3,4,restaurant,3602,0.3694,0.6902,0.4857,0.8213,0.5702,0.0656
Extended BERT ABSA,3,5,val,122,0.1716,0.8607,0.3996,0.9321,0.2667,0.0
Extended BERT ABSA,3,5,in_domain,123,0.1716,0.9024,0.46,0.9515,0.4286,0.0
Extended BERT ABSA,3,5,laptop,2313,0.1716,0.6602,0.5577,0.7625,0.6832,0.2275
Extended BERT ABSA,3,5,restaurant,3602,0.1716,0.6652,0.4377,0.7951,0.4094,0.1086
Extended BERT ABSA,3,6,val,122,0.0701,0.8607,0.4059,0.9321,0.2857,0.0
Extended BERT ABSA,3,6,in_domain,123,0.0701,0.8862,0.4569,0.9422,0.4286,0.0
Extended BERT ABSA,3,6,laptop,2313,0.0701,0.6723,0.5965,0.7758,0.6965,0.3174
Extended BERT ABSA,3,6,restaurant,3602,0.0701,0.6788,0.5058,0.8087,0.4698,0.2388
Extended BERT ABSA,3,7,val,122,0.0189,0.8607,0.3996,0.9321,0.2667,0.0
Extended BERT ABSA,3,7,in_domain,123,0.0189,0.8943,0.5672,0.9459,0.5333,0.2222
Extended BERT ABSA,3,7,laptop,2313,0.0189,0.6757,0.5982,0.7777,0.7011,0.3158
Extended BERT ABSA,3,7,restaurant,3602,0.0189,0.6841,0.513,0.8129,0.4884,0.2376
Extended BERT ABSA,3,8,val,122,0.0118,0.8279,0.3534,0.9174,0.1429,0.0
Extended BERT ABSA,3,8,in_domain,123,0.0118,0.8943,0.6011,0.9417,0.4615,0.4
Extended BERT ABSA,3,8,laptop,2313,0.0118,0.6736,0.6164,0.7785,0.696,0.3746
Extended BERT ABSA,3,8,restaurant,3602,0.0118,0.6807,0.5265,0.813,0.4601,0.3064
Extended BERT ABSA,3,9,val,122,0.0061,0.8443,0.359,0.9231,0.1538,0.0
Extended BERT ABSA,3,9,in_domain,123,0.0061,0.8943,0.6011,0.9417,0.4615,0.4
Extended BERT ABSA,3,9,laptop,2313,0.0061,0.6706,0.6076,0.775,0.6905,0.3571
Extended BERT ABSA,3,9,restaurant,3602,0.0061,0.6763,0.5059,0.8093,0.4454,0.2631
Extended BERT ABSA,3,10,val,122,0.0026,0.8443,0.3604,0.9273,0.1538,0.0
Extended BERT ABSA,3,10,in_domain,123,0.0026,0.8943,0.6011,0.9417,0.4615,0.4
Extended BERT ABSA,3,10,laptop,2313,0.0026,0.6723,0.6105,0.7771,0.6993,0.3551
Extended BERT ABSA,3,10,restaurant,3602,0.0026,0.6821,0.525,0.8128,0.4745,0.2877
RoBERTa ABSA,3,1,val,122,1.1028,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,3,1,in_domain,123,1.1028,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,3,1,laptop,2313,1.1028,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,3,1,restaurant,3602,1.1028,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,3,2,val,122,1.0282,0.6311,0.4043,0.7735,0.375,0.0645
RoBERTa ABSA,3,2,in_domain,123,1.0282,0.6992,0.4672,0.8216,0.5,0.08
RoBERTa ABSA,3,2,laptop,2313,1.0282,0.693,0.5401,0.7762,0.7785,0.0657
RoBERTa ABSA,3,2,restaurant,3602,1.0282,0.7277,0.5127,0.84,0.6708,0.0274
RoBERTa ABSA,3,3,val,122,0.7875,0.8197,0.4361,0.9082,0.4,0.0
RoBERTa ABSA,3,3,in_domain,123,0.7875,0.8618,0.4984,0.9327,0.5625,0.0
RoBERTa ABSA,3,3,laptop,2313,0.7875,0.7164,0.5303,0.7982,0.7926,0.0
RoBERTa ABSA,3,3,restaurant,3602,0.7875,0.7349,0.5138,0.8471,0.691,0.0032
RoBERTa ABSA,3,4,val,122,0.539,0.6967,0.4341,0.8404,0.2667,0.1951
RoBERTa ABSA,3,4,in_domain,123,0.539,0.7154,0.5189,0.836,0.4706,0.25
RoBERTa ABSA,3,4,laptop,2313,0.539,0.6412,0.6326,0.6693,0.7658,0.4628
RoBERTa ABSA,3,4,restaurant,3602,0.539,0.613,0.589,0.7266,0.6313,0.4093
RoBERTa ABSA,3,5,val,122,0.4768,0.8361,0.356,0.914,0.1538,0.0
RoBERTa ABSA,3,5,in_domain,123,0.4768,0.8943,0.5271,0.945,0.6364,0.0
RoBERTa ABSA,3,5,laptop,2313,0.4768,0.7428,0.6755,0.8124,0.7908,0.4235
RoBERTa ABSA,3,5,restaurant,3602,0.4768,0.7371,0.5915,0.8483,0.6649,0.2615
RoBERTa ABSA,3,6,val,122,0.1727,0.8115,0.3937,0.9023,0.1538,0.125
RoBERTa ABSA,3,6,in_domain,123,0.1727,0.8537,0.5189,0.9202,0.6364,0.0
RoBERTa ABSA,3,6,laptop,2313,0.1727,0.7237,0.6881,0.8089,0.7672,0.4882
RoBERTa ABSA,3,6,restaurant,3602,0.1727,0.7329,0.6415,0.848,0.638,0.4385
RoBERTa ABSA,3,7,val,122,0.1831,0.8361,0.3573,0.9182,0.1538,0.0
RoBERTa ABSA,3,7,in_domain,123,0.1831,0.8943,0.5271,0.945,0.6364,0.0
RoBERTa ABSA,3,7,laptop,2313,0.1831,0.7423,0.6797,0.8169,0.7864,0.4358
RoBERTa ABSA,3,7,restaurant,3602,0.1831,0.7438,0.6129,0.8538,0.6529,0.3319
RoBERTa ABSA,3,8,val,122,0.1059,0.8279,0.403,0.9124,0.1538,0.1429
RoBERTa ABSA,3,8,in_domain,123,0.1059,0.878,0.5238,0.9352,0.6364,0.0
RoBERTa ABSA,3,8,laptop,2313,0.1059,0.7358,0.6887,0.8172,0.7742,0.4748
RoBERTa ABSA,3,8,restaurant,3602,0.1059,0.7435,0.6372,0.8581,0.6406,0.413
RoBERTa ABSA,3,9,val,122,0.0395,0.8361,0.3573,0.9182,0.1538,0.0
RoBERTa ABSA,3,9,in_domain,123,0.0395,0.8862,0.5255,0.9401,0.6364,0.0
RoBERTa ABSA,3,9,laptop,2313,0.0395,0.7315,0.6793,0.8139,0.7724,0.4514
RoBERTa ABSA,3,9,restaurant,3602,0.0395,0.7424,0.6293,0.8565,0.6362,0.3953
RoBERTa ABSA,3,10,val,122,0.0333,0.8279,0.3557,0.9132,0.1538,0.0
RoBERTa ABSA,3,10,in_domain,123,0.0333,0.8699,0.5258,0.9401,0.4706,0.1667
RoBERTa ABSA,3,10,laptop,2313,0.0333,0.7259,0.6782,0.8162,0.7572,0.461
RoBERTa ABSA,3,10,restaurant,3602,0.0333,0.741,0.6315,0.8566,0.6205,0.4174
Extended BERT ABSA,5,1,val,122,1.0711,0.5656,0.3188,0.7176,0.2388,0.0
Extended BERT ABSA,5,1,in_domain,123,1.0711,0.7317,0.4138,0.8333,0.4082,0.0
Extended BERT ABSA,5,1,laptop,2313,1.0711,0.4496,0.3208,0.4118,0.5505,0.0
Extended BERT ABSA,5,1,restaurant,3602,1.0711,0.4686,0.3038,0.6262,0.2758,0.0093
Extended BERT ABSA,5,2,val,122,0.9754,0.8689,0.3127,0.9381,0.0,0.0
Extended BERT ABSA,5,2,in_domain,123,0.9754,0.8618,0.4107,0.9244,0.3077,0.0
Extended BERT ABSA,5,2,laptop,2313,0.9754,0.4963,0.3241,0.6347,0.3376,0.0
Extended BERT ABSA,5,2,restaurant,3602,0.9754,0.6008,0.2558,0.7507,0.0074,0.0094
Extended BERT ABSA,5,3,val,122,0.7812,0.7541,0.4127,0.866,0.3721,0.0
Extended BERT ABSA,5,3,in_domain,123,0.7812,0.8374,0.4724,0.9171,0.5,0.0
Extended BERT ABSA,5,3,laptop,2313,0.7812,0.5257,0.3799,0.5276,0.6121,0.0
Extended BERT ABSA,5,3,restaurant,3602,0.7812,0.58,0.4084,0.7324,0.4928,0.0
Extended BERT ABSA,5,4,val,122,0.477,0.8197,0.5367,0.9055,0.5714,0.1333
Extended BERT ABSA,5,4,in_domain,123,0.477,0.8455,0.6716,0.9118,0.8421,0.2609
Extended BERT ABSA,5,4,laptop,2313,0.477,0.6269,0.5106,0.7177,0.691,0.1229
Extended BERT ABSA,5,4,restaurant,3602,0.477,0.6452,0.4796,0.7905,0.5067,0.1417
Extended BERT ABSA,5,5,val,122,0.3116,0.8361,0.4265,0.9159,0.3636,0.0
Extended BERT ABSA,5,5,in_domain,123,0.3116,0.9268,0.5451,0.9686,0.6667,0.0
Extended BERT ABSA,5,5,laptop,2313,0.3116,0.6753,0.5155,0.7897,0.7101,0.0466
Extended BERT ABSA,5,5,restaurant,3602,0.3116,0.6799,0.4651,0.8206,0.5593,0.0155
Extended BERT ABSA,5,6,val,122,0.1589,0.8115,0.3792,0.9023,0.2353,0.0
Extended BERT ABSA,5,6,in_domain,123,0.1589,0.9106,0.6442,0.955,0.5333,0.4444
Extended BERT ABSA,5,6,laptop,2313,0.1589,0.6831,0.5909,0.7885,0.7202,0.2639
Extended BERT ABSA,5,6,restaurant,3602,0.1589,0.6802,0.5283,0.813,0.5305,0.2415
Extended BERT ABSA,5,7,val,122,0.0445,0.8443,0.4086,0.9182,0.3077,0.0
Extended BERT ABSA,5,7,in_domain,123,0.0445,0.9024,0.6079,0.9507,0.4286,0.4444
Extended BERT ABSA,5,7,laptop,2313,0.0445,0.6853,0.6106,0.796,0.7121,0.3236
Extended BERT ABSA,5,7,restaurant,3602,0.0445,0.6771,0.5235,0.81,0.4927,0.2677
Extended BERT ABSA,5,8,val,122,0.0249,0.8279,0.3994,0.9124,0.2857,0.0
Extended BERT ABSA,5,8,in_domain,123,0.0249,0.9024,0.6079,0.9507,0.4286,0.4444
Extended BERT ABSA,5,8,laptop,2313,0.0249,0.6822,0.613,0.7894,0.7157,0.3338
Extended BERT ABSA,5,8,restaurant,3602,0.0249,0.6782,0.5387,0.8166,0.5029,0.2966
Extended BERT ABSA,5,9,val,122,0.0121,0.8197,0.3914,0.9074,0.2667,0.0
Extended BERT ABSA,5,9,in_domain,123,0.0121,0.9024,0.6079,0.9507,0.4286,0.4444
Extended BERT ABSA,5,9,laptop,2313,0.0121,0.6866,0.6168,0.7936,0.721,0.3359
Extended BERT ABSA,5,9,restaurant,3602,0.0121,0.6813,0.5499,0.8191,0.5238,0.3067
Extended BERT ABSA,5,10,val,122,0.0109,0.8279,0.3994,0.9124,0.2857,0.0
Extended BERT ABSA,5,10,in_domain,123,0.0109,0.9024,0.6079,0.9507,0.4286,0.4444
Extended BERT ABSA,5,10,laptop,2313,0.0109,0.6853,0.6182,0.7943,0.7191,0.3412
Extended BERT ABSA,5,10,restaurant,3602,0.0109,0.681,0.5503,0.8197,0.5146,0.3166
RoBERTa ABSA,5,1,val,122,1.1197,0.8607,0.4032,0.9238,0.2857,0.0
RoBERTa ABSA,5,1,in_domain,123,1.1197,0.8537,0.3512,0.9204,0.1333,0.0
RoBERTa ABSA,5,1,laptop,2313,1.1197,0.4717,0.2908,0.6165,0.2558,0.0
RoBERTa ABSA,5,1,restaurant,3602,1.1197,0.6022,0.2546,0.7514,0.0123,0.0
RoBERTa ABSA,5,2,val,122,0.9708,0.8443,0.4456,0.9202,0.4167,0.0
RoBERTa ABSA,5,2,in_domain,123,0.9708,0.8862,0.4889,0.945,0.5217,0.0
RoBERTa ABSA,5,2,laptop,2313,0.9708,0.6671,0.5025,0.7462,0.7318,0.0294
RoBERTa ABSA,5,2,restaurant,3602,0.9708,0.6338,0.3433,0.771,0.2587,0.0
RoBERTa ABSA,5,3,val,122,0.9502,0.8033,0.5619,0.89,0.48,0.3158
RoBERTa ABSA,5,3,in_domain,123,0.9502,0.8537,0.5489,0.9282,0.5185,0.2
RoBERTa ABSA,5,3,laptop,2313,0.9502,0.7246,0.6509,0.8203,0.7673,0.3651
RoBERTa ABSA,5,3,restaurant,3602,0.9502,0.7054,0.5571,0.832,0.5584,0.281
RoBERTa ABSA,5,4,val,122,0.7309,0.8033,0.4776,0.8942,0.4211,0.1176
RoBERTa ABSA,5,4,in_domain,123,0.7309,0.878,0.6552,0.934,0.6316,0.4
RoBERTa ABSA,5,4,laptop,2313,0.7309,0.722,0.6832,0.814,0.7523,0.4832
RoBERTa ABSA,5,4,restaurant,3602,0.7309,0.7071,0.5999,0.8368,0.5352,0.4275
RoBERTa ABSA,5,5,val,122,0.3786,0.8361,0.4386,0.9159,0.4,0.0
RoBERTa ABSA,5,5,in_domain,123,0.3786,0.8862,0.5825,0.9406,0.625,0.1818
RoBERTa ABSA,5,5,laptop,2313,0.3786,0.7233,0.6521,0.8099,0.7571,0.3893
RoBERTa ABSA,5,5,restaurant,3602,0.3786,0.7132,0.5777,0.8362,0.5416,0.3552
RoBERTa ABSA,5,6,val,122,0.1996,0.8607,0.4281,0.9315,0.3529,0.0
RoBERTa ABSA,5,6,in_domain,123,0.1996,0.9024,0.5144,0.955,0.5882,0.0
RoBERTa ABSA,5,6,laptop,2313,0.1996,0.706,0.6109,0.7876,0.7514,0.2937
RoBERTa ABSA,5,6,restaurant,3602,0.1996,0.7124,0.5509,0.8303,0.5512,0.2711
RoBERTa ABSA,5,7,val,122,0.1218,0.8525,0.5094,0.9252,0.4211,0.1818
RoBERTa ABSA,5,7,in_domain,123,0.1218,0.8943,0.5855,0.9498,0.625,0.1818
RoBERTa ABSA,5,7,laptop,2313,0.1218,0.709,0.6535,0.8212,0.719,0.4204
RoBERTa ABSA,5,7,restaurant,3602,0.1218,0.726,0.6045,0.8493,0.5464,0.4178
RoBERTa ABSA,5,8,val,122,0.0345,0.8197,0.4781,0.9048,0.3478,0.1818
RoBERTa ABSA,5,8,in_domain,123,0.0345,0.8943,0.5193,0.9493,0.6087,0.0
RoBERTa ABSA,5,8,laptop,2313,0.0345,0.7324,0.6606,0.8209,0.7705,0.3904
RoBERTa ABSA,5,8,restaurant,3602,0.0345,0.7368,0.6172,0.8549,0.6176,0.379
RoBERTa ABSA,5,9,val,122,0.0202,0.8443,0.5007,0.9202,0.4,0.1818
RoBERTa ABSA,5,9,in_domain,123,0.0202,0.8943,0.6273,0.9493,0.625,0.3077
RoBERTa ABSA,5,9,laptop,2313,0.0202,0.7155,0.6574,0.8218,0.734,0.4165
RoBERTa ABSA,5,9,restaurant,3602,0.0202,0.7326,0.6146,0.8538,0.5766,0.4134
RoBERTa ABSA,5,10,val,122,0.0471,0.8443,0.5007,0.9202,0.4,0.1818
RoBERTa ABSA,5,10,in_domain,123,0.0471,0.9024,0.6375,0.9541,0.625,0.3333
RoBERTa ABSA,5,10,laptop,2313,0.0471,0.7173,0.6555,0.8193,0.742,0.4052
RoBERTa ABSA,5,10,restaurant,3602,0.0471,0.7335,0.614,0.8544,0.5798,0.4078
Extended BERT ABSA,10,1,val,122,1.114,0.8443,0.3065,0.9196,0.0,0.0
Extended BERT ABSA,10,1,in_domain,123,1.114,0.8699,0.4208,0.9292,0.3333,0.0
Extended BERT ABSA,10,1,laptop,2313,1.114,0.4669,0.294,0.6132,0.2477,0.0211
Extended BERT ABSA,10,1,restaurant,3602,1.114,0.59,0.3784,0.7424,0.3559,0.0368
Extended BERT ABSA,10,2,val,122,0.8878,0.623,0.3798,0.7667,0.2727,0.1
Extended BERT ABSA,10,2,in_domain,123,0.8878,0.7317,0.5006,0.8351,0.5,0.1667
Extended BERT ABSA,10,2,laptop,2313,0.8878,0.5227,0.4043,0.6163,0.5316,0.065
Extended BERT ABSA,10,2,restaurant,3602,0.8878,0.5672,0.419,0.7147,0.4555,0.0867
Extended BERT ABSA,10,3,val,122,0.6094,0.8443,0.4517,0.9202,0.4348,0.0
Extended BERT ABSA,10,3,in_domain,123,0.6094,0.9024,0.5499,0.9498,0.7,0.0
Extended BERT ABSA,10,3,laptop,2313,0.6094,0.6321,0.5308,0.7305,0.6582,0.2038
Extended BERT ABSA,10,3,restaurant,3602,0.6094,0.6696,0.4855,0.8093,0.5392,0.108
Extended BERT ABSA,10,4,val,122,0.309,0.8279,0.4195,0.9108,0.3478,0.0
Extended BERT ABSA,10,4,in_domain,123,0.309,0.9106,0.572,0.9541,0.7619,0.0
Extended BERT ABSA,10,4,laptop,2313,0.309,0.6688,0.5814,0.7647,0.712,0.2674
Extended BERT ABSA,10,4,restaurant,3602,0.309,0.6929,0.5264,0.8289,0.5798,0.1704
Extended BERT ABSA,10,5,val,122,0.1551,0.8689,0.4076,0.9369,0.2857,0.0
Extended BERT ABSA,10,5,in_domain,123,0.1551,0.9024,0.46,0.9515,0.4286,0.0
Extended BERT ABSA,10,5,laptop,2313,0.1551,0.642,0.5368,0.746,0.6565,0.2081
Extended BERT ABSA,10,5,restaurant,3602,0.1551,0.6827,0.4733,0.8139,0.5105,0.0956
Extended BERT ABSA,10,6,val,122,0.1056,0.8525,0.398,0.9273,0.2667,0.0
Extended BERT ABSA,10,6,in_domain,123,0.1056,0.9187,0.6887,0.955,0.6667,0.4444
Extended BERT ABSA,10,6,laptop,2313,0.1056,0.6597,0.5937,0.7823,0.6589,0.34
Extended BERT ABSA,10,6,restaurant,3602,0.1056,0.6888,0.5289,0.8273,0.5352,0.2243
Extended BERT ABSA,10,7,val,122,0.0385,0.8197,0.4303,0.91,0.381,0.0
Extended BERT ABSA,10,7,in_domain,123,0.0385,0.9187,0.7,0.9585,0.7778,0.3636
Extended BERT ABSA,10,7,laptop,2313,0.0385,0.6546,0.6152,0.7898,0.6458,0.4099
Extended BERT ABSA,10,7,restaurant,3602,0.0385,0.6813,0.5653,0.8296,0.5475,0.3188
Extended BERT ABSA,10,8,val,122,0.0146,0.8525,0.398,0.9273,0.2667,0.0
Extended BERT ABSA,10,8,in_domain,123,0.0146,0.8943,0.5904,0.9459,0.4615,0.3636
Extended BERT ABSA,10,8,laptop,2313,0.0146,0.6654,0.6136,0.7914,0.6623,0.387
Extended BERT ABSA,10,8,restaurant,3602,0.0146,0.6924,0.5591,0.832,0.5469,0.2983
Extended BERT ABSA,10,9,val,122,0.0082,0.8525,0.398,0.9273,0.2667,0.0
Extended BERT ABSA,10,9,in_domain,123,0.0082,0.8943,0.6011,0.9417,0.4615,0.4
Extended BERT ABSA,10,9,laptop,2313,0.0082,0.6675,0.6131,0.7863,0.6692,0.3838
Extended BERT ABSA,10,9,restaurant,3602,0.0082,0.6941,0.5587,0.831,0.5536,0.2917
Extended BERT ABSA,10,10,val,122,0.004,0.8525,0.398,0.9273,0.2667,0.0
Extended BERT ABSA,10,10,in_domain,123,0.004,0.8943,0.6011,0.9417,0.4615,0.4
Extended BERT ABSA,10,10,laptop,2313,0.004,0.6684,0.613,0.7865,0.6697,0.3827
Extended BERT ABSA,10,10,restaurant,3602,0.004,0.6952,0.5584,0.832,0.5519,0.2912
RoBERTa ABSA,10,1,val,122,1.0681,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,10,1,in_domain,123,1.0681,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,10,1,laptop,2313,1.0681,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,10,1,restaurant,3602,1.0681,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,10,2,val,122,1.1265,0.5902,0.3395,0.7386,0.28,0.0
RoBERTa ABSA,10,2,in_domain,123,1.1265,0.6585,0.3751,0.7849,0.3404,0.0
RoBERTa ABSA,10,2,laptop,2313,1.1265,0.6035,0.4754,0.7103,0.6519,0.0641
RoBERTa ABSA,10,2,restaurant,3602,1.1265,0.6252,0.3734,0.7689,0.261,0.0904
RoBERTa ABSA,10,3,val,122,0.838,0.8279,0.4147,0.9108,0.3333,0.0
RoBERTa ABSA,10,3,in_domain,123,0.838,0.8699,0.4569,0.9358,0.4348,0.0
RoBERTa ABSA,10,3,laptop,2313,0.838,0.6818,0.5236,0.7706,0.7449,0.0552
RoBERTa ABSA,10,3,restaurant,3602,0.838,0.6538,0.4148,0.7888,0.3719,0.0838
RoBERTa ABSA,10,4,val,122,0.6155,0.8361,0.3667,0.9182,0.1818,0.0
RoBERTa ABSA,10,4,in_domain,123,0.6155,0.8862,0.5304,0.9502,0.3077,0.3333
RoBERTa ABSA,10,4,laptop,2313,0.6155,0.668,0.6068,0.7847,0.677,0.3589
RoBERTa ABSA,10,4,restaurant,3602,0.6155,0.6466,0.4194,0.7932,0.2402,0.2248
RoBERTa ABSA,10,5,val,122,0.5122,0.7951,0.4395,0.89,0.2857,0.1429
RoBERTa ABSA,10,5,in_domain,123,0.5122,0.8618,0.5382,0.9346,0.5263,0.1538
RoBERTa ABSA,10,5,laptop,2313,0.5122,0.7095,0.6675,0.8107,0.743,0.4488
RoBERTa ABSA,10,5,restaurant,3602,0.5122,0.7029,0.5953,0.839,0.5383,0.4085
RoBERTa ABSA,10,6,val,122,0.2903,0.8279,0.4315,0.91,0.3846,0.0
RoBERTa ABSA,10,6,in_domain,123,0.2903,0.878,0.5146,0.9352,0.6087,0.0
RoBERTa ABSA,10,6,laptop,2313,0.2903,0.735,0.6312,0.8211,0.7802,0.2924
RoBERTa ABSA,10,6,restaurant,3602,0.2903,0.7326,0.576,0.8499,0.6616,0.2166
RoBERTa ABSA,10,7,val,122,0.1505,0.8607,0.4216,0.9315,0.3333,0.0
RoBERTa ABSA,10,7,in_domain,123,0.1505,0.9024,0.5273,0.9502,0.6316,0.0
RoBERTa ABSA,10,7,laptop,2313,0.1505,0.7281,0.6321,0.8143,0.775,0.307
RoBERTa ABSA,10,7,restaurant,3602,0.1505,0.7185,0.5675,0.8387,0.6012,0.2625
RoBERTa ABSA,10,8,val,122,0.0682,0.8607,0.4216,0.9315,0.3333,0.0
RoBERTa ABSA,10,8,in_domain,123,0.0682,0.8862,0.5255,0.945,0.6316,0.0
RoBERTa ABSA,10,8,laptop,2313,0.0682,0.7237,0.6311,0.807,0.7734,0.3131
RoBERTa ABSA,10,8,restaurant,3602,0.0682,0.7177,0.5791,0.8382,0.5952,0.3037
RoBERTa ABSA,10,9,val,122,0.0381,0.8607,0.4216,0.9315,0.3333,0.0
RoBERTa ABSA,10,9,in_domain,123,0.0381,0.878,0.5111,0.945,0.5882,0.0
RoBERTa ABSA,10,9,laptop,2313,0.0381,0.7246,0.6455,0.8131,0.7677,0.3556
RoBERTa ABSA,10,9,restaurant,3602,0.0381,0.7135,0.5839,0.8359,0.5821,0.3336
RoBERTa ABSA,10,10,val,122,0.0658,0.8607,0.4216,0.9315,0.3333,0.0
RoBERTa ABSA,10,10,in_domain,123,0.0658,0.878,0.5111,0.945,0.5882,0.0
RoBERTa ABSA,10,10,laptop,2313,0.0658,0.7134,0.648,0.8129,0.7474,0.3838
RoBERTa ABSA,10,10,restaurant,3602,0.0658,0.7074,0.5826,0.8361,0.5495,0.3621
Extended BERT ABSA,50,1,val,122,1.0916,0.6721,0.4063,0.8065,0.2791,0.1333
Extended BERT ABSA,50,1,in_domain,123,1.0916,0.7805,0.4795,0.867,0.5714,0.0
Extended BERT ABSA,50,1,laptop,2313,1.0916,0.5115,0.3968,0.5646,0.5713,0.0546
Extended BERT ABSA,50,1,restaurant,3602,1.0916,0.5325,0.3538,0.6889,0.2797,0.0929
Extended BERT ABSA,50,2,val,122,0.8968,0.8279,0.3461,0.9132,0.125,0.0
Extended BERT ABSA,50,2,in_domain,123,0.8968,0.8537,0.4695,0.9189,0.3077,0.1818
Extended BERT ABSA,50,2,laptop,2313,0.8968,0.5806,0.4249,0.6855,0.5892,0.0
Extended BERT ABSA,50,2,restaurant,3602,0.8968,0.6069,0.286,0.7535,0.1014,0.0031
Extended BERT ABSA,50,3,val,122,0.651,0.8197,0.4613,0.9038,0.48,0.0
Extended BERT ABSA,50,3,in_domain,123,0.651,0.8862,0.638,0.9395,0.6667,0.3077
Extended BERT ABSA,50,3,laptop,2313,0.651,0.6334,0.4789,0.7347,0.6765,0.0254
Extended BERT ABSA,50,3,restaurant,3602,0.651,0.6638,0.4507,0.7937,0.5095,0.0489
Extended BERT ABSA,50,4,val,122,0.3279,0.8525,0.4751,0.9252,0.5,0.0
Extended BERT ABSA,50,4,in_domain,123,0.3279,0.9106,0.7203,0.9493,0.75,0.4615
Extended BERT ABSA,50,4,laptop,2313,0.3279,0.6654,0.5096,0.7692,0.7061,0.0536
Extended BERT ABSA,50,4,restaurant,3602,0.3279,0.6796,0.4746,0.8071,0.5387,0.0781
Extended BERT ABSA,50,5,val,122,0.1593,0.8607,0.4767,0.9302,0.5,0.0
Extended BERT ABSA,50,5,in_domain,123,0.1593,0.9268,0.6547,0.964,0.6667,0.3333
Extended BERT ABSA,50,5,laptop,2313,0.1593,0.6831,0.5422,0.7856,0.7205,0.1206
Extended BERT ABSA,50,5,restaurant,3602,0.1593,0.6871,0.4953,0.8112,0.5431,0.1316
Extended BERT ABSA,50,6,val,122,0.1002,0.8443,0.3079,0.9238,0.0,0.0
Extended BERT ABSA,50,6,in_domain,123,0.1002,0.8943,0.5206,0.9427,0.3333,0.2857
Extended BERT ABSA,50,6,laptop,2313,0.1002,0.6697,0.5741,0.7854,0.6895,0.2475
Extended BERT ABSA,50,6,restaurant,3602,0.1002,0.6724,0.4907,0.8077,0.4129,0.2516
