model,seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
Extended BERT ABSA,1234,5,val,122,0.2624,0.8361,0.4056,0.9167,0.3,0.0
Extended BERT ABSA,1234,5,in_domain,123,0.2624,0.9024,0.5972,0.9502,0.5556,0.2857
Extended BERT ABSA,1234,5,laptop,2313,0.2624,0.6766,0.5287,0.7839,0.7155,0.0868
Extended BERT ABSA,1234,5,restaurant,3602,0.2624,0.6738,0.4591,0.8101,0.5047,0.0626
Extended BERT ABSA,1234,6,val,122,0.0927,0.8115,0.4019,0.9057,0.3,0.0
Extended BERT ABSA,1234,6,in_domain,123,0.0927,0.8862,0.6802,0.9346,0.7059,0.4
Extended BERT ABSA,1234,6,laptop,2313,0.0927,0.6688,0.5764,0.7698,0.7152,0.244
Extended BERT ABSA,1234,6,restaurant,3602,0.0927,0.6674,0.5067,0.8174,0.5044,0.1983
Extended BERT ABSA,1234,7,val,122,0.0218,0.8443,0.3963,0.9224,0.2667,0.0
Extended BERT ABSA,1234,7,in_domain,123,0.0218,0.878,0.6035,0.9315,0.5714,0.3077
Extended BERT ABSA,1234,7,laptop,2313,0.0218,0.6818,0.588,0.7915,0.7176,0.2548
Extended BERT ABSA,1234,7,restaurant,3602,0.0218,0.6746,0.5128,0.8193,0.5085,0.2105
Extended BERT ABSA,1234,8,val,122,0.0216,0.8525,0.3606,0.9279,0.1538,0.0
Extended BERT ABSA,1234,8,in_domain,123,0.0216,0.9024,0.6391,0.9459,0.5714,0.4
Extended BERT ABSA,1234,8,laptop,2313,0.0216,0.687,0.5777,0.7937,0.7163,0.223
Extended BERT ABSA,1234,8,restaurant,3602,0.0216,0.6788,0.4964,0.8157,0.4976,0.1759
Extended BERT ABSA,1234,9,val,122,0.0093,0.8525,0.3606,0.9279,0.1538,0.0
Extended BERT ABSA,1234,9,in_domain,123,0.0093,0.9106,0.6555,0.9507,0.5714,0.4444
Extended BERT ABSA,1234,9,laptop,2313,0.0093,0.6874,0.5761,0.796,0.7148,0.2174
Extended BERT ABSA,1234,9,restaurant,3602,0.0093,0.6766,0.4898,0.8137,0.4867,0.1691
Extended BERT ABSA,1234,10,val,122,0.0064,0.8525,0.3606,0.9279,0.1538,0.0
Extended BERT ABSA,1234,10,in_domain,123,0.0064,0.9024,0.6391,0.9459,0.5714,0.4
Extended BERT ABSA,1234,10,laptop,2313,0.0064,0.6857,0.5754,0.7941,0.7137,0.2185
Extended BERT ABSA,1234,10,restaurant,3602,0.0064,0.676,0.4927,0.8136,0.4858,0.1786
RoBERTa ABSA,1234,1,val,122,1.124,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,1234,1,in_domain,123,1.124,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,1234,1,laptop,2313,1.124,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,1234,1,restaurant,3602,1.124,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,1234,2,val,122,1.0565,0.8361,0.4347,0.9194,0.3846,0.0
RoBERTa ABSA,1234,2,in_domain,123,1.0565,0.8699,0.4844,0.9346,0.5185,0.0
RoBERTa ABSA,1234,2,laptop,2313,1.0565,0.6083,0.4444,0.6972,0.636,0.0
RoBERTa ABSA,1234,2,restaurant,3602,1.0565,0.6063,0.2681,0.7538,0.0505,0.0
RoBERTa ABSA,1234,3,val,122,0.8811,0.7869,0.4352,0.8844,0.4211,0.0
RoBERTa ABSA,1234,3,in_domain,123,0.8811,0.8374,0.4694,0.9216,0.4865,0.0
RoBERTa ABSA,1234,3,laptop,2313,0.8811,0.6948,0.5174,0.7915,0.7522,0.0086
RoBERTa ABSA,1234,3,restaurant,3602,0.8811,0.7232,0.5002,0.8367,0.6639,0.0
RoBERTa ABSA,1234,4,val,122,0.7376,0.7623,0.4527,0.8756,0.3158,0.1667
RoBERTa ABSA,1234,4,in_domain,123,0.7376,0.7886,0.6085,0.8731,0.6667,0.2857
RoBERTa ABSA,1234,4,laptop,2313,0.7376,0.668,0.652,0.7764,0.7014,0.4783
RoBERTa ABSA,1234,4,restaurant,3602,0.7376,0.6871,0.5855,0.8316,0.4739,0.451
RoBERTa ABSA,1234,5,val,122,0.48,0.7705,0.4582,0.8768,0.3158,0.1818
RoBERTa ABSA,1234,5,in_domain,123,0.48,0.8374,0.6552,0.902,0.7,0.3636
RoBERTa ABSA,1234,5,laptop,2313,0.48,0.7281,0.6946,0.8002,0.7817,0.502
RoBERTa ABSA,1234,5,restaurant,3602,0.48,0.6971,0.6264,0.8193,0.6078,0.4522
RoBERTa ABSA,1234,6,val,122,0.3793,0.8607,0.3996,0.9321,0.2667,0.0
RoBERTa ABSA,1234,6,in_domain,123,0.3793,0.8862,0.5308,0.9417,0.4286,0.2222
RoBERTa ABSA,1234,6,laptop,2313,0.3793,0.7285,0.6744,0.8112,0.7562,0.4558
RoBERTa ABSA,1234,6,restaurant,3602,0.3793,0.7143,0.5832,0.8365,0.5296,0.3835
RoBERTa ABSA,1234,7,val,122,0.2001,0.8689,0.4012,0.9369,0.2667,0.0
RoBERTa ABSA,1234,7,in_domain,123,0.2001,0.8862,0.4474,0.9422,0.4,0.0
RoBERTa ABSA,1234,7,laptop,2313,0.2001,0.7307,0.6586,0.7986,0.7703,0.407
RoBERTa ABSA,1234,7,restaurant,3602,0.2001,0.7018,0.5401,0.8221,0.5186,0.2796
RoBERTa ABSA,1234,8,val,122,0.1849,0.8197,0.4178,0.9057,0.3478,0.0
RoBERTa ABSA,1234,8,in_domain,123,0.1849,0.8943,0.6103,0.9444,0.6364,0.25
RoBERTa ABSA,1234,8,laptop,2313,0.1849,0.7479,0.6867,0.8207,0.7874,0.4521
RoBERTa ABSA,1234,8,restaurant,3602,0.1849,0.734,0.6194,0.8473,0.6206,0.3903
RoBERTa ABSA,1234,9,val,122,0.075,0.8361,0.4167,0.9167,0.3333,0.0
RoBERTa ABSA,1234,9,in_domain,123,0.075,0.8943,0.5936,0.9493,0.6316,0.2
RoBERTa ABSA,1234,9,laptop,2313,0.075,0.7406,0.6877,0.8154,0.7765,0.4712
RoBERTa ABSA,1234,9,restaurant,3602,0.075,0.7313,0.6141,0.8464,0.5962,0.3996
RoBERTa ABSA,1234,10,val,122,0.0766,0.8279,0.4164,0.9159,0.3333,0.0
RoBERTa ABSA,1234,10,in_domain,123,0.0766,0.9024,0.622,0.9493,0.6667,0.25
RoBERTa ABSA,1234,10,laptop,2313,0.0766,0.7402,0.6902,0.8153,0.7761,0.479
RoBERTa ABSA,1234,10,restaurant,3602,0.0766,0.7279,0.6158,0.8447,0.6009,0.4017
Extended BERT ABSA,2023,1,val,122,1.0862,0.7459,0.3876,0.8629,0.3,0.0
Extended BERT ABSA,2023,1,in_domain,123,1.0862,0.878,0.4923,0.9315,0.5455,0.0
Extended BERT ABSA,2023,1,laptop,2313,1.0862,0.524,0.3855,0.5464,0.6058,0.0043
Extended BERT ABSA,2023,1,restaurant,3602,1.0862,0.5608,0.3985,0.7035,0.4595,0.0324
Extended BERT ABSA,2023,2,val,122,0.8322,0.7131,0.471,0.8298,0.5,0.0833
Extended BERT ABSA,2023,2,in_domain,123,0.8322,0.7398,0.598,0.8316,0.7273,0.2353
Extended BERT ABSA,2023,2,laptop,2313,0.8322,0.6252,0.4651,0.7088,0.6821,0.0043
Extended BERT ABSA,2023,2,restaurant,3602,0.8322,0.6896,0.4748,0.8173,0.5853,0.0216
Extended BERT ABSA,2023,3,val,122,0.536,0.8607,0.3982,0.9279,0.2667,0.0
Extended BERT ABSA,2023,3,in_domain,123,0.536,0.935,0.7341,0.9643,0.6667,0.5714
Extended BERT ABSA,2023,3,laptop,2313,0.536,0.6766,0.5002,0.7588,0.7418,0.0
Extended BERT ABSA,2023,3,restaurant,3602,0.536,0.6913,0.4562,0.8104,0.558,0.0
Extended BERT ABSA,2023,4,val,122,0.3469,0.8607,0.4902,0.9252,0.5455,0.0
Extended BERT ABSA,2023,4,in_domain,123,0.3469,0.9268,0.6547,0.964,0.6667,0.3333
Extended BERT ABSA,2023,4,laptop,2313,0.3469,0.6974,0.5222,0.7867,0.7584,0.0215
Extended BERT ABSA,2023,4,restaurant,3602,0.3469,0.7124,0.5012,0.8275,0.628,0.048
Extended BERT ABSA,2023,5,val,122,0.1579,0.8361,0.4309,0.9116,0.381,0.0
Extended BERT ABSA,2023,5,in_domain,123,0.1579,0.9187,0.6235,0.9596,0.625,0.2857
Extended BERT ABSA,2023,5,laptop,2313,0.1579,0.6948,0.5388,0.7836,0.7527,0.0802
Extended BERT ABSA,2023,5,restaurant,3602,0.1579,0.7149,0.5666,0.8316,0.6137,0.2545
Extended BERT ABSA,2023,6,val,122,0.0743,0.8689,0.4135,0.9327,0.3077,0.0
Extended BERT ABSA,2023,6,in_domain,123,0.0743,0.9106,0.6188,0.9515,0.3333,0.5714
Extended BERT ABSA,2023,6,laptop,2313,0.0743,0.6749,0.5279,0.7565,0.7331,0.0941
Extended BERT ABSA,2023,6,restaurant,3602,0.0743,0.6929,0.5132,0.819,0.5202,0.2002
Extended BERT ABSA,2023,7,val,122,0.0163,0.8443,0.4389,0.9167,0.4,0.0
Extended BERT ABSA,2023,7,in_domain,123,0.0163,0.9268,0.7088,0.9596,0.6667,0.5
Extended BERT ABSA,2023,7,laptop,2313,0.0163,0.6922,0.5566,0.7845,0.7492,0.1362
Extended BERT ABSA,2023,7,restaurant,3602,0.0163,0.706,0.5748,0.8342,0.5668,0.3233
Extended BERT ABSA,2023,8,val,122,0.0094,0.8443,0.4169,0.9174,0.3333,0.0
Extended BERT ABSA,2023,8,in_domain,123,0.0094,0.9268,0.7088,0.9596,0.6667,0.5
Extended BERT ABSA,2023,8,laptop,2313,0.0094,0.6956,0.5571,0.7889,0.7513,0.1311
Extended BERT ABSA,2023,8,restaurant,3602,0.0094,0.7099,0.5815,0.8363,0.5794,0.3287
Extended BERT ABSA,2023,9,val,122,0.0123,0.8361,0.4094,0.9124,0.3158,0.0
Extended BERT ABSA,2023,9,in_domain,123,0.0123,0.9268,0.7088,0.9596,0.6667,0.5
Extended BERT ABSA,2023,9,laptop,2313,0.0123,0.6969,0.564,0.7917,0.7515,0.1489
Extended BERT ABSA,2023,9,restaurant,3602,0.0123,0.7071,0.586,0.8359,0.5802,0.342
Extended BERT ABSA,2023,10,val,122,0.004,0.8361,0.4094,0.9124,0.3158,0.0
Extended BERT ABSA,2023,10,in_domain,123,0.004,0.9268,0.7088,0.9596,0.6667,0.5
Extended BERT ABSA,2023,10,laptop,2313,0.004,0.6982,0.564,0.793,0.7524,0.1464
Extended BERT ABSA,2023,10,restaurant,3602,0.004,0.7091,0.5875,0.8363,0.5836,0.3427
RoBERTa ABSA,2023,1,val,122,1.1089,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,2023,1,in_domain,123,1.1089,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,2023,1,laptop,2313,1.1089,0.428,0.2019,0.5987,0.0069,0.0
RoBERTa ABSA,2023,1,restaurant,3602,1.1089,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,2023,2,val,122,1.0408,0.6148,0.4303,0.7586,0.4242,0.1081
RoBERTa ABSA,2023,2,in_domain,123,1.0408,0.626,0.4989,0.7442,0.6061,0.1463
RoBERTa ABSA,2023,2,laptop,2313,1.0408,0.658,0.6401,0.6815,0.7875,0.4514
RoBERTa ABSA,2023,2,restaurant,3602,1.0408,0.6968,0.6037,0.8283,0.6474,0.3355
RoBERTa ABSA,2023,3,val,122,0.7084,0.7213,0.3842,0.8482,0.3043,0.0
RoBERTa ABSA,2023,3,in_domain,123,0.7084,0.7642,0.4198,0.8763,0.383,0.0
RoBERTa ABSA,2023,3,laptop,2313,0.7084,0.6991,0.5781,0.7892,0.7442,0.2007
RoBERTa ABSA,2023,3,restaurant,3602,0.7084,0.7282,0.5251,0.8496,0.6837,0.0422
RoBERTa ABSA,2023,4,val,122,0.6214,0.8197,0.4407,0.9082,0.4138,0.0
RoBERTa ABSA,2023,4,in_domain,123,0.6214,0.8943,0.5153,0.9533,0.5926,0.0
RoBERTa ABSA,2023,4,laptop,2313,0.6214,0.7488,0.6506,0.8279,0.7996,0.3241
RoBERTa ABSA,2023,4,restaurant,3602,0.6214,0.7443,0.5574,0.8556,0.7054,0.1113
RoBERTa ABSA,2023,5,val,122,0.5592,0.8197,0.4962,0.9038,0.3846,0.2
RoBERTa ABSA,2023,5,in_domain,123,0.5592,0.8862,0.5994,0.9395,0.6364,0.2222
RoBERTa ABSA,2023,5,laptop,2313,0.5592,0.754,0.6983,0.8287,0.8018,0.4644
RoBERTa ABSA,2023,5,restaurant,3602,0.5592,0.7399,0.6076,0.8534,0.695,0.2743
RoBERTa ABSA,2023,6,val,122,0.2116,0.8197,0.4626,0.91,0.3529,0.125
RoBERTa ABSA,2023,6,in_domain,123,0.2116,0.8862,0.638,0.9395,0.6667,0.3077
RoBERTa ABSA,2023,6,laptop,2313,0.2116,0.7229,0.6928,0.8256,0.7419,0.5109
RoBERTa ABSA,2023,6,restaurant,3602,0.2116,0.726,0.6433,0.8432,0.6526,0.434
RoBERTa ABSA,2023,7,val,122,0.1959,0.8443,0.4406,0.9217,0.4,0.0
RoBERTa ABSA,2023,7,in_domain,123,0.1959,0.8862,0.6042,0.9401,0.7059,0.1667
RoBERTa ABSA,2023,7,laptop,2313,0.1959,0.7319,0.6916,0.8245,0.7569,0.4933
RoBERTa ABSA,2023,7,restaurant,3602,0.1959,0.7413,0.634,0.8554,0.6462,0.4003
RoBERTa ABSA,2023,8,val,122,0.248,0.8361,0.4323,0.9159,0.381,0.0
RoBERTa ABSA,2023,8,in_domain,123,0.248,0.8943,0.6111,0.9444,0.6667,0.2222
RoBERTa ABSA,2023,8,laptop,2313,0.248,0.7531,0.7016,0.827,0.7951,0.4826
RoBERTa ABSA,2023,8,restaurant,3602,0.248,0.746,0.6313,0.8586,0.6795,0.3557
RoBERTa ABSA,2023,9,val,122,0.142,0.8197,0.4147,0.9108,0.3333,0.0
RoBERTa ABSA,2023,9,in_domain,123,0.142,0.8943,0.6677,0.9395,0.7,0.3636
RoBERTa ABSA,2023,9,laptop,2313,0.142,0.7428,0.6986,0.8219,0.7814,0.4923
RoBERTa ABSA,2023,9,restaurant,3602,0.142,0.7451,0.6398,0.857,0.6716,0.3908
RoBERTa ABSA,2023,10,val,122,0.0633,0.8361,0.4246,0.9209,0.3529,0.0
RoBERTa ABSA,2023,10,in_domain,123,0.0633,0.8862,0.638,0.9395,0.6667,0.3077
RoBERTa ABSA,2023,10,laptop,2313,0.0633,0.7354,0.6929,0.8209,0.7689,0.4888
RoBERTa ABSA,2023,10,restaurant,3602,0.0633,0.7407,0.6341,0.8558,0.6556,0.391
Extended BERT ABSA,4096,1,val,122,1.0824,0.1967,0.1745,0.256,0.1639,0.1034
Extended BERT ABSA,4096,1,in_domain,123,1.0824,0.3252,0.3056,0.4088,0.3902,0.1176
Extended BERT ABSA,4096,1,laptop,2313,1.0824,0.3826,0.1972,0.0396,0.5477,0.0043
Extended BERT ABSA,4096,1,restaurant,3602,1.0824,0.2621,0.1773,0.1684,0.3605,0.0031
Extended BERT ABSA,4096,2,val,122,0.9286,0.5656,0.4,0.7059,0.3889,0.1053
Extended BERT ABSA,4096,2,in_domain,123,0.9286,0.5772,0.4833,0.6941,0.5926,0.1633
Extended BERT ABSA,4096,2,laptop,2313,0.9286,0.53,0.3859,0.5462,0.6115,0.0
Extended BERT ABSA,4096,2,restaurant,3602,0.9286,0.4692,0.3323,0.6087,0.3883,0.0
Extended BERT ABSA,4096,3,val,122,0.6608,0.8361,0.4265,0.9159,0.3636,0.0
Extended BERT ABSA,4096,3,in_domain,123,0.6608,0.8699,0.4842,0.9309,0.5217,0.0
Extended BERT ABSA,4096,3,laptop,2313,0.6608,0.6208,0.4657,0.713,0.6711,0.0129
Extended BERT ABSA,4096,3,restaurant,3602,0.6608,0.6013,0.4084,0.7523,0.4728,0.0
Extended BERT ABSA,4096,4,val,122,0.3592,0.8443,0.4183,0.9217,0.3333,0.0
Extended BERT ABSA,4096,4,in_domain,123,0.3592,0.9187,0.6372,0.9593,0.6667,0.2857
Extended BERT ABSA,4096,4,laptop,2313,0.3592,0.636,0.4767,0.7352,0.6819,0.0129
Extended BERT ABSA,4096,4,restaurant,3602,0.3592,0.6135,0.4084,0.7617,0.4636,0.0
Extended BERT ABSA,4096,5,val,122,0.1944,0.8525,0.42,0.9266,0.3333,0.0
Extended BERT ABSA,4096,5,in_domain,123,0.1944,0.8943,0.449,0.9469,0.4,0.0
Extended BERT ABSA,4096,5,laptop,2313,0.1944,0.6585,0.504,0.763,0.6984,0.0505
Extended BERT ABSA,4096,5,restaurant,3602,0.1944,0.6435,0.4296,0.788,0.5008,0.0
Extended BERT ABSA,4096,6,val,122,0.0594,0.8607,0.3996,0.9321,0.2667,0.0
Extended BERT ABSA,4096,6,in_domain,123,0.0594,0.9024,0.46,0.9515,0.4286,0.0
Extended BERT ABSA,4096,6,laptop,2313,0.0594,0.6783,0.5236,0.7868,0.7137,0.0701
Extended BERT ABSA,4096,6,restaurant,3602,0.0594,0.6616,0.4417,0.8025,0.4949,0.0279
Extended BERT ABSA,4096,7,val,122,0.0233,0.8525,0.4103,0.9231,0.3077,0.0
Extended BERT ABSA,4096,7,in_domain,123,0.0233,0.9024,0.5647,0.9469,0.4615,0.2857
Extended BERT ABSA,4096,7,laptop,2313,0.0233,0.6766,0.5469,0.784,0.7089,0.1479
Extended BERT ABSA,4096,7,restaurant,3602,0.0233,0.6574,0.4448,0.7993,0.4683,0.0668
Extended BERT ABSA,4096,8,val,122,0.0119,0.8525,0.3924,0.9273,0.25,0.0
Extended BERT ABSA,4096,8,in_domain,123,0.0119,0.8943,0.449,0.9469,0.4,0.0
Extended BERT ABSA,4096,8,laptop,2313,0.0119,0.6775,0.5269,0.7859,0.7133,0.0815
Extended BERT ABSA,4096,8,restaurant,3602,0.0119,0.6674,0.4545,0.8071,0.5256,0.0307
Extended BERT ABSA,4096,9,val,122,0.0057,0.8525,0.398,0.9273,0.2667,0.0
Extended BERT ABSA,4096,9,in_domain,123,0.0057,0.9106,0.5821,0.9515,0.4615,0.3333
Extended BERT ABSA,4096,9,laptop,2313,0.0057,0.6801,0.5418,0.788,0.7129,0.1245
Extended BERT ABSA,4096,9,restaurant,3602,0.0057,0.6682,0.4555,0.8084,0.5192,0.0391
Extended BERT ABSA,4096,10,val,122,0.0036,0.8525,0.398,0.9273,0.2667,0.0
Extended BERT ABSA,4096,10,in_domain,123,0.0036,0.9106,0.5821,0.9515,0.4615,0.3333
Extended BERT ABSA,4096,10,laptop,2313,0.0036,0.6814,0.5426,0.7885,0.7144,0.1248
Extended BERT ABSA,4096,10,restaurant,3602,0.0036,0.6688,0.4553,0.8087,0.5154,0.042
RoBERTa ABSA,4096,1,val,122,1.1301,0.6475,0.3486,0.7912,0.2545,0.0
RoBERTa ABSA,4096,1,in_domain,123,1.1301,0.6748,0.3582,0.8,0.2745,0.0
RoBERTa ABSA,4096,1,laptop,2313,1.1301,0.5616,0.4131,0.656,0.5834,0.0
RoBERTa ABSA,4096,1,restaurant,3602,1.1301,0.455,0.3293,0.5702,0.4177,0.0
RoBERTa ABSA,4096,2,val,122,1.1069,0.5492,0.3117,0.7066,0.2286,0.0
RoBERTa ABSA,4096,2,in_domain,123,1.1069,0.6098,0.3423,0.7458,0.2812,0.0
RoBERTa ABSA,4096,2,laptop,2313,1.1069,0.6239,0.4656,0.721,0.6714,0.0043
RoBERTa ABSA,4096,2,restaurant,3602,1.1069,0.6835,0.4692,0.8183,0.583,0.0063
RoBERTa ABSA,4096,3,val,122,1.0786,0.8115,0.4394,0.9064,0.4118,0.0
RoBERTa ABSA,4096,3,in_domain,123,1.0786,0.8455,0.4693,0.9231,0.4848,0.0
RoBERTa ABSA,4096,3,laptop,2313,1.0786,0.661,0.4908,0.7604,0.7121,0.0
RoBERTa ABSA,4096,3,restaurant,3602,1.0786,0.7096,0.4869,0.8272,0.6303,0.0032
RoBERTa ABSA,4096,4,val,122,0.9331,0.8525,0.4476,0.9217,0.4211,0.0
RoBERTa ABSA,4096,4,in_domain,123,0.9331,0.9106,0.6342,0.9502,0.6667,0.2857
RoBERTa ABSA,4096,4,laptop,2313,0.9331,0.6961,0.6122,0.7882,0.7415,0.3071
RoBERTa ABSA,4096,4,restaurant,3602,0.9331,0.6999,0.5398,0.8292,0.5273,0.2627
RoBERTa ABSA,4096,5,val,122,0.4071,0.7377,0.4667,0.8557,0.3704,0.1739
RoBERTa ABSA,4096,5,in_domain,123,0.4071,0.8699,0.6642,0.932,0.7273,0.3333
RoBERTa ABSA,4096,5,laptop,2313,0.4071,0.6987,0.6488,0.7653,0.7746,0.4066
RoBERTa ABSA,4096,5,restaurant,3602,0.4071,0.7007,0.6283,0.8183,0.6629,0.4039
RoBERTa ABSA,4096,6,val,122,0.6725,0.7951,0.4952,0.8878,0.3478,0.25
RoBERTa ABSA,4096,6,in_domain,123,0.6725,0.9106,0.7012,0.9581,0.6,0.5455
RoBERTa ABSA,4096,6,laptop,2313,0.6725,0.7108,0.6633,0.7965,0.7631,0.4304
RoBERTa ABSA,4096,6,restaurant,3602,0.6725,0.7196,0.6306,0.8404,0.6287,0.4228
RoBERTa ABSA,4096,7,val,122,0.3115,0.8443,0.4282,0.9209,0.3636,0.0
RoBERTa ABSA,4096,7,in_domain,123,0.3115,0.8943,0.5286,0.9493,0.6364,0.0
RoBERTa ABSA,4096,7,laptop,2313,0.3115,0.7367,0.6514,0.8211,0.7761,0.357
RoBERTa ABSA,4096,7,restaurant,3602,0.3115,0.7332,0.5927,0.8463,0.6455,0.2863
RoBERTa ABSA,4096,8,val,122,0.1462,0.8689,0.4061,0.9327,0.2857,0.0
RoBERTa ABSA,4096,8,in_domain,123,0.1462,0.9106,0.6205,0.9507,0.625,0.2857
RoBERTa ABSA,4096,8,laptop,2313,0.1462,0.716,0.6282,0.7919,0.7553,0.3375
RoBERTa ABSA,4096,8,restaurant,3602,0.1462,0.7113,0.544,0.8274,0.5714,0.2331
RoBERTa ABSA,4096,9,val,122,0.1962,0.8689,0.4298,0.9364,0.3529,0.0
RoBERTa ABSA,4096,9,in_domain,123,0.1962,0.9024,0.6207,0.9455,0.6667,0.25
RoBERTa ABSA,4096,9,laptop,2313,0.1962,0.7246,0.664,0.8104,0.7637,0.4178
RoBERTa ABSA,4096,9,restaurant,3602,0.1962,0.7307,0.6162,0.8465,0.6176,0.3845
RoBERTa ABSA,4096,10,val,122,0.1123,0.8689,0.4357,0.9321,0.375,0.0
RoBERTa ABSA,4096,10,in_domain,123,0.1123,0.9024,0.6207,0.9455,0.6667,0.25
RoBERTa ABSA,4096,10,laptop,2313,0.1123,0.7216,0.6604,0.8065,0.7608,0.4139
RoBERTa ABSA,4096,10,restaurant,3602,0.1123,0.7285,0.608,0.8459,0.6056,0.3726
